时间,SZ161226,SZ162719,SZ161129,SH501018,SZ160416,SZ160723,SZ162411,SH501225,SZ161815,SZ161116,SZ163208,SZ161128,SZ161130,SZ160216,SZ165513,SZ161125,SH501312,SZ164701,SZ160719,SZ160140,SZ161127,SH501043,SZ161126,SZ162415,SZ161831,SZ164824,SZ164705,SH501300,SZ164906,SZ160924,SZ161124,SH501302,SZ160717,SH501025,SZ160644
2026-08-03 05:07,27.98,18.77,12.44,12.42,6.17,6.05,5.25,2.94,1.4,0.94,0.74,0.63,0.52,0.27,0.18,0.18,0.17,0.11,0.08,0.08,0.05,0.04,-0.14,-0.19,-0.21,-0.26,-0.3,-0.44,-0.54,-0.64,-1.95,-2.27,-2.74,-3.17,-3.18
2026-08-03 08:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04 04:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04 07:45,32.69,19.23,19.03,18.0,12.29,6.8,6.32,3.52,0.58,0.37,0.31,0.29,0.2,0.12,0.09,-0.09,-0.17,-0.18,-0.21,-0.22,-0.23,-0.25,-0.27,-0.31,-0.35,-0.37,-0.38,-0.47,-0.48,-0.51,-0.52,-0.67,-0.85,-0.94,-1.16
2026-08-05 04:46,31.23,19.85,17.36,16.17,10.92,6.61,5.94,4.06,1.55,1.27,0.9,0.47,0.19,-0.08,-0.1,-0.24,-0.26,-0.27,-0.29,-0.36,-0.37,-0.39,-0.44,-0.44,-0.46,-0.48,-0.54,-0.69,-0.71,-0.78,-0.88,-1.07,-1.19,-1.19,-1.25
2026-08-05 07:46,31.36,22.71,17.7,17.49,12.17,6.67,6.39,5.32,3.2,2.27,1.94,1.93,1.27,0.66,0.26,0.18,0.17,0.14,0.08,-0.13,-0.16,-0.17,-0.27,-0.28,-0.28,-0.32,-0.32,-0.44,-0.68,-0.69,-0.98,-1.12,-1.18,-1.25,-1.41
2026-08-06 04:46,31.87,25.4,20.81,18.16,14.62,6.01,5.91,4.59,2.64,1.13,1.06,0.68,0.68,0.6,0.33,0.3,0.14,0.07,-0.04,-0.15,-0.17,-0.32,-0.35,-0.48,-0.49,-0.57,-0.62,-0.65,-0.68,-0.68,-0.76,-1.0,-1.15,-2.05,-2.98
2026-08-06 07:46,31.87,25.53,20.08,18.24,14.89,6.11,6.01,4.74,2.07,1.4,0.52,0.39,0.24,-0.11,-0.17,-0.19,-0.2,-0.27,-0.29,-0.3,-0.37,-0.43,-0.45,-0.47,-0.5,-0.52,-0.55,-0.68,-0.73,-0.77,-0.78,-0.91,-1.79,-2.15,-3.39
2026-08-07 04:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07 06:13,31.33,23.75,22.87,19.03,14.69,6.98,6.52,4.72,4.27,1.49,1.09,0.97,0.77,0.74,0.57,0.34,-0.08,-0.22,-0.28,-0.31,-0.33,-0.37,-0.46,-0.48,-0.54,-0.54,-0.59,-0.8,-0.83,-0.89,-0.9,-0.9,-0.92,-0.93,-1.03
2026-08-10 03:29,15.57,14.89,12.7,11.6,10.29,2.72,2.03,1.81,0.2,0.13,0.07,-0.07,-0.1,-0.16,-0.25,-0.35,-0.47,-0.5,-0.5,-0.57,-0.63,-0.66,-0.68,-0.68,-0.78,-0.81,-0.83,-0.95,-1.05,-1.09,-1.13,-1.2,-1.21,-1.83,-2.62
2026-08-10 06:18,15.57,15.51,9.19,6.95,6.29,2.88,2.05,2.0,0.99,0.91,-0.07,-0.17,-0.21,-0.21,-0.27,-0.33,-0.36,-0.36,-0.56,-0.6,-0.64,-0.64,-0.67,-0.73,-0.75,-0.76,-0.77,-0.78,-0.82,-0.83,-0.85,-0.94,-1.03,-1.52,-2.56
2026-08-11 03:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11 05:59,13.71,8.73,6.35,5.6,3.36,2.92,2.7,1.87,0.32,0.14,-0.12,-0.41,-0.45,-0.46,-0.47,-0.5,-0.73,-0.74,-0.75,-0.82,-0.83,-0.83,-0.93,-0.93,-0.94,-1.03,-1.21,-1.25,-1.31,-1.34,-1.38,-1.38,-1.62,-1.65,-1.82
2026-08-12 03:40,11.41,6.0,4.19,3.41,3.15,3.11,2.19,1.79,1.49,0.96,0.48,0.48,0.11,0.07,0.07,-0.1,-0.22,-0.24,-0.31,-0.34,-0.39,-0.41,-0.53,-0.56,-0.69,-0.69,-0.71,-0.71,-0.75,-0.86,-0.97,-0.99,-1.03,-1.08,-1.96
2026-08-12 06:22,10.89,5.77,3.83,3.58,3.27,2.92,2.31,1.74,0.25,-0.07,-0.18,-0.23,-0.25,-0.34,-0.44,-0.46,-0.49,-0.51,-0.51,-0.59,-0.6,-0.62,-0.65,-0.67,-0.67,-0.71,-0.75,-0.76,-0.92,-0.93,-1.02,-1.06,-1.08,-1.23,-1.96
2026-08-13 03:51,11.86,4.09,3.22,3.11,2.27,1.12,0.39,0.28,0.25,0.18,-0.52,-0.53,-0.59,-0.6,-0.62,-0.64,-0.69,-0.71,-0.72,-0.77,-0.79,-0.81,-0.84,-0.85,-0.85,-0.99,-1.0,-1.13,-1.13,-1.17,-1.24,-1.35,-1.42,-1.46,-1.65
2026-08-13 06:24,11.38,3.5,3.3,3.18,2.85,2.3,1.08,0.39,0.39,0.23,0.03,-0.1,-0.18,-0.43,-0.49,-0.5,-0.58,-0.67,-0.68,-0.7,-0.71,-0.73,-0.8,-0.92,-0.93,-0.95,-1.15,-1.19,-1.23,-1.28,-1.35,-1.38,-1.64,-1.74,-1.95
2026-08-14 03:41,17.13,3.55,3.47,3.19,2.89,2.44,2.39,1.6,0.52,0.22,0.06,-0.21,-0.34,-0.5,-0.52,-0.53,-0.55,-0.57,-0.6,-0.6,-0.65,-0.68,-0.73,-0.78,-0.79,-0.84,-0.92,-0.96,-1.2,-1.26,-1.29,-1.36,-1.38,-1.53,-1.54
2026-08-14 06:22,18.3,3.79,3.7,3.53,3.11,2.73,2.67,2.01,0.5,-0.07,-0.09,-0.37,-0.38,-0.42,-0.44,-0.49,-0.5,-0.53,-0.57,-0.6,-0.65,-0.68,-0.69,-0.77,-0.82,-0.86,-0.93,-1.04,-1.11,-1.19,-1.19,-1.24,-1.26,-1.39,-1.43
2026-08-17 02:44,20.32,5.14,4.39,3.91,3.72,3.72,3.07,1.4,1.17,0.74,0.52,0.1,-0.06,-0.07,-0.16,-0.19,-0.31,-0.35,-0.37,-0.42,-0.46,-0.47,-0.49,-0.52,-0.58,-0.6,-0.61,-0.64,-0.68,-0.7,-0.75,-0.77,-0.87,-1.0,-1.08
2026-08-17 05:43,23.81,5.16,4.44,4.22,3.78,3.54,2.65,1.85,0.91,0.73,0.14,-0.06,-0.16,-0.2,-0.22,-0.35,-0.37,-0.38,-0.39,-0.43,-0.44,-0.47,-0.6,-0.64,-0.72,-0.72,-0.73,-0.77,-0.83,-0.84,-0.85,-0.89,-0.9,-1.0,-1.31
2026-08-18 02:39,18.85,5.09,4.29,4.2,3.72,2.98,2.76,1.58,1.29,0.25,-0.12,-0.21,-0.23,-0.27,-0.32,-0.41,-0.46,-0.48,-0.5,-0.5,-0.54,-0.55,-0.56,-0.72,-0.72,-0.75,-0.9,-0.93,-1.06,-1.15,-1.2,-1.28,-1.35,-1.36,-2.97
2026-08-18 05:38,18.02,6.49,5.78,3.64,3.46,2.86,2.53,1.64,0.75,0.72,0.28,-0.14,-0.2,-0.22,-0.28,-0.29,-0.4,-0.45,-0.48,-0.53,-0.54,-0.63,-0.66,-0.76,-0.91,-1.01,-1.06,-1.11,-1.19,-1.26,-1.28,-1.36,-1.41,-1.48,-3.5
2026-08-19 02:41,17.49,8.65,4.65,4.07,3.86,3.51,3.31,2.35,0.31,-0.02,-0.09,-0.1,-0.11,-0.11,-0.13,-0.16,-0.26,-0.31,-0.34,-0.38,-0.45,-0.45,-0.45,-0.54,-0.56,-0.61,-0.71,-0.71,-0.75,-0.77,-0.84,-0.9,-1.23,-1.26,-2.55
2026-08-19 05:38,16.4,8.65,4.05,3.94,3.56,3.51,2.63,2.16,0.51,0.17,0.14,0.13,-0.25,-0.33,-0.4,-0.41,-0.42,-0.51,-0.6,-0.63,-0.64,-0.69,-0.69,-0.75,-0.77,-0.8,-0.81,-0.83,-0.84,-1.04,-1.07,-1.15,-1.23,-1.52,-3.39
2026-08-20 02:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-20 05:39,21.95,5.48,4.89,4.82,4.02,2.56,2.06,0.87,0.52,0.12,-0.24,-0.28,-0.3,-0.34,-0.34,-0.38,-0.41,-0.5,-0.5,-0.64,-0.72,-0.75,-0.76,-0.77,-0.83,-0.85,-0.94,-1.0,-1.06,-1.14,-1.17,-1.37,-1.42,-1.74,-2.13
2026-08-21 02:47,19.11,6.08,5.05,4.91,4.47,3.09,2.97,0.84,0.7,0.2,0.13,0.07,-0.16,-0.16,-0.16,-0.19,-0.22,-0.28,-0.3,-0.32,-0.33,-0.44,-0.44,-0.51,-0.51,-0.57,-0.59,-0.63,-0.64,-0.65,-0.78,-0.79,-0.85,-0.85,-1.0
2026-08-21 05:41,18.31,5.34,5.15,4.89,4.28,3.09,2.1,0.48,0.45,0.34,0.16,0.13,0.06,-0.1,-0.15,-0.17,-0.27,-0.31,-0.32,-0.36,-0.38,-0.42,-0.44,-0.44,-0.46,-0.49,-0.51,-0.61,-0.64,-0.64,-0.65,-0.76,-0.78,-0.85,-0.87
2026-08-24 02:48,15.85,9.08,4.4,3.59,2.77,2.23,1.46,1.02,0.41,0.36,0.27,0.21,0.15,-0.06,-0.12,-0.12,-0.3,-0.34,-0.37,-0.45,-0.58,-0.62,-0.65,-0.71,-0.71,-0.94,-0.96,-1.03,-1.12,-1.14,-1.21,-1.37,-1.51,-2.32,-3.23
2026-08-24 05:47,14.74,7.99,4.11,3.02,3.02,2.74,0.87,0.41,0.26,0.26,0.24,0.15,0.11,0.05,-0.07,-0.15,-0.16,-0.27,-0.42,-0.45,-0.52,-0.58,-0.63,-0.71,-0.72,-0.75,-0.83,-0.85,-1.0,-1.02,-1.21,-1.33,-1.62,-2.63,-3.68
